,Product Name,Category,key word
0,寬鬆顯瘦大碼運動套裝T恤女夏季胖mm短袖短褲時尚休閒服兩件套,Female Clothes,"[[('坎肩', 0.9963735342025757)], [('男潮', 0.9967364072799683)], [('運動上衣', 0.9957097172737122)], [('汗背心', 0.9928315877914429)], [('愛迪達女', 0.9613074064254761)]]"
1,♬【現貨實拍】夏季新款 2017韓版熱銷淑女夏裝間約氣質條紋背心吊帶連體褲顯瘦闊腿褲,Female Clothes,"[[('坎肩', 0.9981047511100769)], [('坎肩', 0.9965722560882568)], [('坎肩', 0.9980881810188293)], [('超短褲', 0.9906607866287231)], [('夏褲', 0.9669225215911865)]]"
2,新款時尚大碼女士服裝韓版印花短袖 t恤女夏寬鬆顯瘦,Female Clothes,"[[('坎肩', 0.997592031955719)], [('無袖', 0.9965960383415222)], [('坎肩', 0.9976968765258789)], [('超短褲', 0.9909390211105347)], [('寬鬆短褲', 0.9540180563926697)]]"
3,a la sha 粉紅色阿財長版上衣,Female Clothes,"[[('android保護殼', 0.9967342615127563)], [('racast', 0.997551441192627)], [('用', 0.9979652166366577)], [('代步', 0.996961236000061)], [('浪', 0.9883855581283569)], [('花框', 0.9560279250144958)]]"
4,女人的店~上班短裙.包臀裙.西裝裙(垂性很好.不易皺.不起球.不沾毛) 350元,Female Clothes,"[[('棉質', 0.9980098605155945)], [('棉質', 0.9964991807937622)], [('運動上衣', 0.9954666495323181)], [('套裝', 0.9921109676361084)], [('愛迪達女', 0.9742096066474915)]]"
5,夏季韓版學生內衣無肩帶文胸隱形聚攏防滑無痕胸貼無鋼圈胸罩女士,Female Clothes,"[[('舒適', 0.9981019496917725)], [('舒適', 0.9973055124282837)], [('舒適', 0.9955999851226807)], [('背心', 0.9938043355941772)], [('bs4957', 0.9758188724517822)]]"
6,夏季韓版學生內衣無肩帶文胸隱形聚攏防滑無痕胸貼無鋼圈胸罩女士,Female Clothes,"[[('舒適', 0.9981019496917725)], [('舒適', 0.9973055124282837)], [('舒適', 0.9955999851226807)], [('背心', 0.9938043355941772)], [('bs4957', 0.9758188724517822)]]"
7,✨（現貨+預購）超百搭兩件式牛仔套裝荷葉上衣+寬褲,Female Clothes,"[[('羅紋', 0.996656060218811)], [('七分', 0.9968690872192383)], [('寬褲', 0.998087465763092)], [('舒適', 0.9964754581451416)], [('內襯', 0.9742430448532104)]]"
8,KB短裙,Female Clothes,"[[('暗黑系', 0.9972330331802368)], [('圓弧', 0.9985620975494385)], [('外套、罩衫', 0.9968131184577942)], [('七分袖', 0.9867737889289856)], [('睡衣套裝', 0.9632296562194824)]]"
9,CHICNOON 歐美單春夏新款歐洲站飛鳥條紋印花中長裙女 zara/H&M/pull bear,Female Clothes,"[[('白色', 0.9971676468849182)], [('白色', 0.9986308217048645)], [('棉質', 0.9959676861763)], [('五分袖', 0.9901971817016602)], [('字褲', 0.9729833602905273)]]"
10,AJ喬丹飛人 &supreme 聯合版連帽抓絨純棉套頭衛衣 時尚潮牌黑紅色外套 男裝,Female Clothes,"[[('同款', 0.9979795217514038)], [('蝙蝠', 0.9917112588882446)], [('袖', 0.9913458824157715)], [('a&f', 0.9760674238204956)]]"
11,AJ喬丹飛人 &supreme 聯合版連帽抓絨純棉套頭衛衣 時尚潮牌黑紅色外套 男裝,Female Clothes,"[[('同款', 0.9979795217514038)], [('蝙蝠', 0.9917112588882446)], [('袖', 0.9913458824157715)], [('a&f', 0.9760674238204956)]]"
12,現貨韓版顯瘦泳衣健身瑜珈背心式泳衣四角褲 顯瘦遊泳課溫泉泳裝大尺碼保守學生比基尼bikini兩截式voda,Female Clothes,"[[('加肥', 0.9949792623519897)], [('大碼泳衣', 0.9948704242706299)], [('大碼泳衣', 0.993730902671814)], [('加肥', 0.9906478524208069)], [('ck內褲', 0.9682564735412598)]]"
13,Pazzo粗細條紋針織背心 原價390$,Female Clothes,"[[('舒適', 0.9977058172225952)], [('舒適', 0.997575044631958)], [('排汗', 0.9954894781112671)], [('背心', 0.9933081865310669)], [('塑型', 0.9782745242118835)]]"
14,2套2100 nike情侶套裝 愛迪達運動套裝 男女運動裝 男套裝 女套裝 情侶裝 健身服 運動服 短袖套裝 短袖運動褲,Female Clothes,"[[('棉質', 0.9980158805847168)], [('棉質', 0.998989462852478)], [('棉質', 0.9956479072570801)], [('五分袖', 0.9924899935722351)], [('af短褲', 0.9783492684364319)]]"
15,❤現貨秒發❤2017春夏新款日系lolita洋裝圓領長袖領結白色修身蕾絲雪紡襯衫女,Female Clothes,"[[('舒適', 0.9976210594177246)], [('坎肩', 0.9971182346343994)], [('男士', 0.996080756187439)], [('汗背心', 0.9950439929962158)], [('塑型', 0.985575258731842)]]"
16,日風 夏天神器 舒適輕柔亞麻九分吊帶褲 Naomi --- SHU3357R 黑-- 雙口袋連身褲 闊腿褲寬褲,Female Clothes,"[[('鬆緊', 0.9973292350769043)], [('沙灘', 0.9968248009681702)], [('鬆緊', 0.9977389574050903)], [('背心', 0.9913147687911987)]]"
17,「預購」KENZO刺繡套裝,Female Clothes,"[[('夏天', 0.9971946477890015)], [('舒適', 0.9970445036888123)], [('運動上衣', 0.995948314666748)], [('套裝', 0.9935683012008667)], [('塑型', 0.9807229042053223)]]"
18,Breeze 波希米亞度假海邊夏天沙灘 細肩帶連身褲 吊帶連身褲 闊腿褲 寬褲 寬鬆休閒 性感 顯高顯瘦 AAF41,Female Clothes,"[[('沙灘', 0.9969425201416016)], [('沙灘', 0.9970002770423889)], [('闊腿褲', 0.9968757629394531)], [('透氣', 0.9947332143783569)]]"
19,Mika🌸雪紡粉色暈染套裝🌸上衣+短褲💕,Female Clothes,"[[('洛克', 0.9973282814025879)], [('特別', 0.9974945783615112)], [('綠', 0.9980031251907349)], [('涼感', 0.9917597770690918)], [('喜感', 0.9602315425872803)]]"
20,Mika🌸雪紡粉色暈染套裝🌸上衣+短褲💕,Female Clothes,"[[('洛克', 0.9973282814025879)], [('特別', 0.9974945783615112)], [('綠', 0.9980031251907349)], [('涼感', 0.9917597770690918)], [('喜感', 0.9602315425872803)]]"
21,♡RC♡歐美 韓版 性感 針織 細肩帶 荷葉邊 露肩 露背 顯瘦 羅紋 棉質 合身 修身 彈性 吊帶背心 新品特價,Female Clothes,"[[('內搭', 0.998063862323761)], [('寬褲', 0.9969937205314636)], [('功夫', 0.9965705275535583)], [('背心', 0.9919010400772095)], [('牛仔背心', 0.9608438014984131)]]"
22,厲害版型👍Korea淺刷色直筒褲,Female Clothes,"[[('服飾', 0.9971557855606079)], [('圓弧', 0.9984331727027893)], [('外套、罩衫', 0.9968520402908325)], [('短袖帽t', 0.9861240386962891)]]"
23,情趣內衣/情趣睡衣情趣內衣女騷極度誘惑女傭裝角色扮演女仆開檔SM制服透視睡衣套裝,Female Clothes,"[[('舒適', 0.9976732730865479)], [('針織', 0.9970955848693848)], [('坎肩', 0.9975441098213196)], [('背心', 0.9939739108085632)], [('無袖背心', 0.9714720845222473)]]"
24,#情侶時代 夏季原宿風淺色破洞條紋九分牛仔褲男女毛邊乞丐哈倫褲,Female Clothes,"[[('坎肩', 0.9964277744293213)], [('無袖', 0.9963076114654541)], [('針織', 0.9972772598266602)], [('坎肩', 0.9955161809921265)], [('運動內衣', 0.9504878520965576)]]"
25,📣滿499免運📣 全網最低 僅需29元 莫代爾吊帶背心女上衣歐美百搭短款修身顯瘦打底外穿黑色吊帶背心女生衣著,Female Clothes,"[[('舒適', 0.9970449805259705)], [('燕尾', 0.9969394207000732)], [('男士', 0.9951530694961548)], [('功夫', 0.9943233728408813)], [('瑜伽', 0.9825217723846436)]]"
26,Roots運動短褲(🇨🇦代購8/27回國),Female Clothes,"[[('排汗衫', 0.997265100479126)], [('白色', 0.9984944462776184)], [('外套、罩衫', 0.9955193400382996)], [('套裝', 0.9898898005485535)], [('字褲', 0.9679883122444153)]]"
27,現貨32C🍒新款維多利亞的秘密PINK熱帶印花前釦蕾絲push-up集中內衣蕾絲內褲成套內衣褲🍒櫻桃娜娜美國代購🍒,Female Clothes,"[[('鯊魚', 0.9979457855224609)], [('白色', 0.9979469776153564)], [('七分', 0.9948389530181885)], [('運動裝', 0.9858169555664062)]]"
28,全館滿99免運 時尚潮流英文短袖T恤【M~XXL共三色】簡約上衣新品新款潮流 熱銷批發價 蝦幣可折抵 KuangXiao,Female Clothes,"[[('骷髏', 0.9969897270202637)], [('死飛', 0.9955203533172607)], [('外套、罩衫', 0.9955959320068359)], [('黑速', 0.9840561151504517)], [('暈染', 0.9547618627548218)]]"
29,林鴒vielglückxfeila蕾拉午茶粉色雙層疊紗蕾絲吊帶褲林鴒設計,Female Clothes,"[[('沙灘', 0.9960582256317139)], [('羅紋', 0.9966498017311096)], [('連體', 0.9984950423240662)], [('舒適', 0.9951047897338867)], [('內襯', 0.986202597618103)]]"
30,Queen shop 勾花蕾絲背心短褲套裝,Female Clothes,"[[('深藍色', 0.9973254203796387)], [('舒適', 0.9970800876617432)], [('舒適', 0.996129035949707)], [('功夫', 0.993434727191925)], [('bs4957', 0.9701755046844482)]]"
31,LZ 暗黑小立領貝殼釦短版露肚氣質修身無袖上衣背心,Female Clothes,"[[('棉質', 0.9974583983421326)], [('坎肩', 0.9961999654769897)], [('運動上衣', 0.9960981607437134)], [('套裝', 0.9950289130210876)], [('塑型', 0.9841179847717285)]]"
32,麻豆小貓同款花兒刺繡 層層綿紗洋裝/甜美氣質款/孕婦可穿,Female Clothes,"[[('夏天', 0.9971674680709839)], [('舒適', 0.9974009990692139)], [('運動上衣', 0.9959137439727783)], [('套裝', 0.9939161539077759)], [('塑型', 0.9817404747009277)]]"
33,SISI【P5036】波西米亞風垂感百褶裙莫代爾棉質傘狀大襬拖地長裙半身裙,Female Clothes,"[[('排汗衫', 0.9976182579994202)], [('白色', 0.9984830021858215)], [('外套、罩衫', 0.9963789582252502)], [('七分', 0.9877486228942871)], [('睡衣套裝', 0.9666675925254822)]]"
34,fish&fish☆韓版☆全新 側開叉虛虛牛仔不規則破洞裙 牛仔長裙 裙子 丹寧 牛仔裙 特價300元,Female Clothes,"[[('針織', 0.9973304271697998)], [('針織', 0.9961782097816467)], [('鬆緊', 0.9974477291107178)], [('背心', 0.9916441440582275)]]"
35,韓國正品/日系清新~細版吊帶超寬鬆舒適感棉麻透氣連身寬褲/吊帶褲裙 /顯瘦款推薦 /2色#12576320,Female Clothes,"[[('寬褲', 0.9971965551376343)], [('寬褲', 0.997413694858551)], [('連體', 0.9980589151382446)], [('透氣', 0.9945566654205322)]]"
36,Victoria's Secret 超性感馬甲內衣～可變換肩帶,Female Clothes,"[[('口袋', 0.9978374242782593)], [('內搭', 0.9973599314689636)], [('功夫', 0.9977798461914062)], [('三分', 0.9893308877944946)], [('爆乳內衣', 0.9552368521690369)]]"
37,轉售全新EYESCREAM氣質條紋百褶洋裝,Female Clothes,"[[('排汗衫', 0.9974334239959717)], [('棉', 0.9974788427352905)], [('外套、罩衫', 0.9974907040596008)], [('女生', 0.9872902631759644)], [('鍛煉', 0.9536198377609253)]]"
38,不規則穿搭**現貨**小編大推推推 ^^^怎麼穿搭都好看/大小SIZE**孕媽咪也瘋狂實體拍攝當天下單隔天出貨,Female Clothes,"[[('棉質', 0.9972358345985413)], [('棉質', 0.9969332218170166)], [('運動上衣', 0.9963259696960449)], [('排汗', 0.9945615530014038)], [('健身服', 0.9849485754966736)]]"
39,BTS防彈少年團同款衣服周邊學生應援短袖 兩件套T恤+短裙 (黑色),Female Clothes,"[[('坎肩', 0.9963380098342896)], [('男潮', 0.996788740158081)], [('壓縮', 0.9960034489631653)], [('套裝', 0.9943294525146484)], [('瘋潮路', 0.9605392217636108)]]"
40,現貨❤歐美緹花蕾絲連身褲,Female Clothes,"[[('壘球', 0.9978578686714172)], [('口袋', 0.996863842010498)], [('功夫', 0.9963661432266235)], [('重訓', 0.9889702200889587)]]"
41,星光密碼【B062】大尺碼甜蜜幻想透黑蓓蕾柔緞情趣性感睡衣,Female Clothes,"[[('加肥', 0.9953573942184448)], [('加肥', 0.9959019422531128)], [('加肥', 0.9945011734962463)], [('大尺碼洋裝', 0.9899406433105469)], [('女生內褲', 0.9748542904853821)]]"
42,限時免運★梨卡 - 韓式藍羽毛情侶款[男+女一起帶]長袖四件式泳衣比基尼泳裝衝浪浮淺潛水衣潛水服CR139,Female Clothes,"[[('純', 0.996711015701294)], [('黑白', 0.9965181350708008)], [('當', 0.996371865272522)], [('男式', 0.9837664365768433)]]"
43,罌//暗黑系 日本傳統和服 仙鶴刺繡雪紡長版 浴袍式 罩衫-黑-現貨,Female Clothes,"[[('舒適', 0.9970755577087402)], [('舒適', 0.9976196885108948)], [('運動上衣', 0.9957230091094971)], [('套裝', 0.9937783479690552)], [('塑型', 0.9803453683853149)]]"
44,東京著衣【KODZ】清新氣質背部交叉無袖洋裝-S.M.L(170566),Female Clothes,"[[('高領', 0.9958526492118835)], [('羅紋', 0.9964725971221924)], [('連體', 0.9973013997077942)], [('男士', 0.994846761226654)], [('三線褲', 0.9919771552085876)]]"
45,星光密碼【B068】大尺碼粉橘氣質蕾絲柔緞情趣性感睡衣,Female Clothes,"[[('內睡衣', 0.9966158270835876)], [('內睡衣', 0.996731162071228)], [('內睡衣', 0.9936270713806152)], [('美背內衣', 0.9934332370758057)], [('透氣', 0.9845741391181946)]]"
46,近全新 購於糖罐子 布蕾絲黑色短褲S號,Female Clothes,"[[('暗黑系', 0.9967067837715149)], [('圓弧', 0.9983052015304565)], [('外套、罩衫', 0.9964447617530823)], [('男式', 0.9863168001174927)], [('速乾超', 0.9543654918670654)]]"
47,網路獨家 A la sha 抹茶的好朋友 短袖T恤 印花上衣,Female Clothes,"[[('滑板', 0.9971802234649658)], [('polo衫', 0.9955899715423584)], [('當', 0.9953411221504211)], [('素', 0.9895915985107422)], [('字褲', 0.9647753238677979)]]"
48,現貨夏季新款韓版氣質淑女修身蕾絲連衣裙短袖顯瘦赫本A字小黑裙韓系女裝,Female Clothes,"[[('舒適', 0.9977172613143921)], [('舒適', 0.9980504512786865)], [('排汗', 0.9953713417053223)], [('汗背心', 0.9921227693557739)], [('嘻哈褲', 0.9690575003623962)]]"
49,【Only】 运动套装顯瘦📣滿499免運📣韓妞必備❤️韓风百搭寬鬆纯色短袖T恤+小腳運動褲套裝,Female Clothes,"[[('棉質', 0.9979737997055054)], [('棉質', 0.9970986247062683)], [('棉質', 0.9966612458229065)], [('套裝', 0.9951807856559753)], [('健身服', 0.9858969449996948)]]"
50,衝評特賣！當天現貨寄出！ 團體服 圓領短袖T恤 短褲 短袖套裝 吸汗打底衫 休閒印花T恤 情侶潮T 大尺碼 T恤 沙灘褲,Male Clothes,"[[('男潮', 0.9968785047531128)], [('男潮', 0.9974170923233032)], [('坎肩', 0.9977824687957764)], [('舒適', 0.9962310194969177)], [('hg', 0.9669831991195679)]]"
51,Superdry 灰色T恤,Male Clothes,"[[('白色', 0.9975249171257019)], [('白色', 0.9988076686859131)], [('棉質', 0.9968168139457703)], [('運動上衣', 0.9912154674530029)], [('愛迪達女', 0.9711626768112183)]]"
52,Quiksilver男版綠色短踢,Male Clothes,"[[('骷髏', 0.9969475269317627)], [('滑板', 0.9972916841506958)], [('當', 0.9953241348266602)], [('貼布繡', 0.9874149560928345)], [('字褲', 0.9555397033691406)]]"
53,余文樂MADNESS 2017CAMOUFLAGE POCKET TEE 黑色虎紋迷彩,Male Clothes,"[[('圓弧', 0.9967489838600159)], [('圓弧', 0.9980793595314026)], [('當', 0.9963640570640564)], [('男式', 0.987429678440094)], [('速乾超', 0.952789306640625)]]"
54,夏季情侶款三色拼接OVERSIZE寬鬆落肩短袖T恤,Male Clothes,"[[('hco', 0.9973206520080566)], [('鯊魚', 0.9981660842895508)], [('條紋t', 0.9974291920661926)], [('hollister', 0.9967359304428101)], [('af短褲', 0.9755208492279053)]]"
55,加大尺碼運動長褲(縮口褲),Male Clothes,"[[('坎肩', 0.9974231719970703)], [('無袖', 0.996661901473999)], [('鬆緊', 0.9971837997436523)], [('汗背心', 0.9914803504943848)]]"
56,🌀T.E.S🌀A&F字母基本款短褲,Male Clothes,"[[('男潮', 0.9960466623306274)], [('男士', 0.9962402582168579)], [('運動上衣', 0.9966198205947876)], [('坎肩', 0.9949368834495544)], [('瘋潮路', 0.9574779272079468)]]"
57,正品🇺🇸Brixton 加州品牌 衝浪滑板T shirt字母款 新品短袖T恤 2017新品 老鷹多款滾邊 潮流,Male Clothes,"[[('翻領', 0.9980166554450989)], [('桖', 0.9979835748672485)], [('純棉', 0.9982882738113403)], [('純棉', 0.9969739317893982)], [('袖加肥', 0.9798029065132141)]]"
58,Champion 系列POLO衫,Male Clothes,"[[('深藍色', 0.9980654716491699)], [('棉', 0.9971024990081787)], [('舒適', 0.9960845112800598)], [('套裝', 0.9904818534851074)], [('喜感', 0.9621123671531677)]]"
59,PHILIPP PLEIN PP棒球外套 男生 16S/S 黑白骷髏字母拼接全皮機車服,Male Clothes,"[[('系列', 0.9962788224220276)], [('系列', 0.9943923950195312)], [('市集', 0.9937542676925659)], [('7i', 0.991838812828064)], [('7i', 0.9690554141998291)], [('閉眼', 0.9831072688102722)], [('iphone6', 0.985884428024292)], [('iphone6s', 0.959744930267334)]]"
60,【現貨】夏季Burberry 巴寶莉 純棉 logo 素T 短T 戰馬 經典 印花 加大尺碼 短袖T恤,Male Clothes,"[[('閨蜜裝', 0.9930146932601929)], [('寬鬆t恤', 0.9936307072639465)], [('閨蜜裝', 0.9925130605697632)], [('短袖衣服', 0.9933911561965942)], [('衣服', 0.9965447187423706)], [('男t', 0.9968482255935669)], [('情侶衣', 0.9839733839035034)]]"
61,修身男纯色個性金领長袖襯衫,Male Clothes,"[[('tommy', 0.9964134693145752)], [('滑板', 0.9973551034927368)], [('當', 0.9953022003173828)], [('男式', 0.9873420000076294)], [('字褲', 0.9563652276992798)]]"
62,Uniqlo SCHWINN BMX 聯名 撞色 短T T-shirt M,Male Clothes,"[[('骷髏', 0.9978071451187134)], [('滑板', 0.9969739317893982)], [('棉', 0.9956679344177246)], [('男生衣著', 0.989477813243866)], [('字褲', 0.9528149962425232)]]"
63,棉麻褲亞麻寬管吊檔褲潮男七分褲寬鬆直筒青年喇叭,Male Clothes,"[[('深藍色', 0.9968994855880737)], [('吸汗', 0.9970519542694092)], [('棉質', 0.9962968826293945)], [('運動上衣', 0.9926318526268005)], [('健身服', 0.9754295349121094)]]"
64,☆東京古著☆日本製 YONEX VERY COOL 短袖POLO衫 排汗衫,Male Clothes,"[[('品牌', 0.9977498650550842)], [('紅色', 0.9972007274627686)], [('湖人隊', 0.9962713122367859)], [('吸濕排汗', 0.9911571741104126)], [('喜感', 0.9734891057014465)]]"
65,海外代購【潮人衣間】BOY歐美街頭潮牌戰神翅膀圖案帶帽拉鏈長袖防曬衣情侶款男女生 休閒情侶裝 嘻哈寬鬆個性潮上衣,Male Clothes,"[[('hco', 0.9974491000175476)], [('hollister', 0.9965724349021912)], [('素面', 0.9956868886947632)], [('t', 0.9846161007881165)], [('leekswiss', 0.9650789499282837)]]"
66,Levis上衣,Male Clothes,"[[('連帽', 0.9970024824142456)], [('白色', 0.9988553524017334)], [('外套、罩衫', 0.9958443641662598)], [('五分袖', 0.9907589554786682)], [('字褲', 0.9719986319541931)]]"
67,17 新品 Armani EA7休閒短褲,Male Clothes,"[[('男潮', 0.9970626831054688)], [('男潮', 0.9974774718284607)], [('坎肩', 0.998875081539154)], [('坎肩', 0.9957234859466553)], [('瘋潮路', 0.9585705399513245)]]"
68,pretty nice t-shirt 滑板踢,Male Clothes,"[[('圓弧', 0.9970017671585083)], [('圓弧', 0.9981064796447754)], [('當', 0.9965081214904785)], [('男式', 0.9905352592468262)], [('字褲', 0.9688555598258972)]]"
69,限量優惠🌴 PRESENT21★ Nike Sportswear 🌠運動休閒拉鍊連帽外套 夾克外套,Male Clothes,"[[('骷髏', 0.9968520402908325)], [('死飛', 0.9961104393005371)], [('外套、罩衫', 0.9950467348098755)], [('男式', 0.9873252511024475)]]"
70,《1680限時爆殺!!》原廠製造套裝喜宴西裝褲業務襯衫上班領帶防曬外套西裝外套正式父親節禮物大衣風衣-261040N,Male Clothes,"[[('長版', 0.9959432482719421)], [('五分袖', 0.9967409372329712)], [('長版', 0.9958095550537109)], [('oversize', 0.9968326091766357)], [('姊妹', 0.9666566848754883)]]"
71,壹分之貮 寬鬆大碼男士短袖t恤夏翻領條紋大碼寬鬆半袖體恤衫,Male Clothes,"[[('oversize', 0.9987902641296387)], [('桖', 0.9991022348403931)], [('桖', 0.9985007047653198)], [('男t恤', 0.9973882436752319)], [('預', 0.982903003692627)]]"
72,【MATTT】實品實拍 機能 重工 非 吉豐 軍裝 夏季 薄款 彈簧扣帶 飄帶 九分 工裝 修身 收腿褲,Male Clothes,"[[('夏天', 0.9970666170120239)], [('舒適', 0.9969673752784729)], [('運動上衣', 0.9956510663032532)], [('套裝', 0.9930961728096008)], [('塑型', 0.9772946834564209)]]"
73,CALVIN KLEIN CK 男生彈性內褲 四角褲 三入 S-XL //Costco賣場代購,Male Clothes,"[[('棉質', 0.9985373020172119)], [('棉質', 0.9979977607727051)], [('棉質', 0.9963483810424805)], [('套裝', 0.9950509667396545)], [('塑型', 0.9815394878387451)]]"
74,現貨死侍衛褲電影周邊復仇者聯盟長褲加絨男生秋冬季青少年運動休閑褲正韓,Male Clothes,"[[('棉質', 0.9979257583618164)], [('棉質', 0.996557354927063)], [('運動上衣', 0.9951274991035461)], [('套裝', 0.9955926537513733)], [('百搭非', 0.9697381854057312)]]"
75,《限時特價!買到賺到》 縮口褲/束口褲多口袋休閒褲棉褲工作褲七分褲運動褲排汗牛仔褲長褲男窄管褲迷彩哈倫褲261055+A,Male Clothes,"[[('內搭', 0.9979408979415894)], [('寬褲', 0.9970753192901611)], [('坎肩', 0.996353268623352)], [('平角', 0.9888928532600403)], [('牛仔背心', 0.9556298851966858)]]"
76,agnes b.蜥蜴SPORT B.白色 純棉 短袖 T恤 簡約 休閑 法國 男裝,Male Clothes,"[[('鯊魚', 0.9974331855773926)], [('素面', 0.996579110622406)], [('男生', 0.9964885115623474)], [('男生', 0.994914174079895)], [('耐克', 0.9809716939926147)]]"
